TSS type,chr,start position
exon,chrIV,4682354
outron,chrIV,4687975
outron,chrIV,4704251
outron,chrIV,4710858
outron,chrIV,4712565
outron,chrIV,4715992
outron,chrIV,4722367
exon,chrIV,4734196
exon,chrIV,4737538
outron,chrIV,4744338
outron,chrIV,4745563
outron,chrIV,4748472
outron,chrIV,4750011
outron,chrIV,4750140
exon,chrIV,4752090
outron,chrIV,4754568
exon,chrIV,4756144
outron,chrIV,4758760
outron,chrIV,4763041
outron,chrIV,4758857
exon,chrIV,4764175
exon,chrIV,4771107
outron,chrIV,4788486
exon,chrIV,4788584
outron,chrIV,4802647
outron,chrIV,4806665
outron,chrIV,4807554
outron,chrIV,4809726
outron,chrIV,4810613
exon,chrIV,4811764
exon,chrIV,4842766
exon,chrIV,4861762
outron,chrIV,4888064
outron,chrIV,4889681
exon,chrIV,4897093
exon,chrIV,4941944
exon,chrIV,4951438
exon,chrIV,4969536
exon,chrIV,4989623
outron,chrIV,5001980
outron,chrIV,5011367
exon,chrIV,5017266
exon,chrIV,5014825
outron,chrIV,5046078
exon,chrIV,5062424
outron,chrIV,5082258
outron,chrIV,5092996
outron,chrIV,5091414
outron,chrIV,5103399
exon,chrIV,5110052
outron,chrIV,5147651
exon,chrIV,5150190
outron,chrIV,5155165
outron,chrIV,5160882
outron,chrIV,5160400
exon,chrIV,5161410
exon,chrIV,5168326
outron,chrIV,5172030
exon,chrIV,5180368
outron,chrIV,5183915
exon,chrIV,5186566
exon,chrIV,5189075
outron,chrIV,5204514
outron,chrIV,5209648
outron,chrIV,5264896
exon,chrIV,5306128
exon,chrIV,5309150
exon,chrIV,5309447
exon,chrIV,5312524
outron,chrIV,5319089
outron,chrIV,5326373
exon,chrIV,5332381
exon,chrIV,5355715
outron,chrIV,5354184
outron,chrIV,5360114
outron,chrIV,5364252
outron,chrIV,5364362
outron,chrIV,5366774
outron,chrIV,5369121
exon,chrIV,5383390
outron,chrIV,5388736
exon,chrIV,5390282
outron,chrIV,5392316
outron,chrIV,5391876
outron,chrIV,5394838
outron,chrIV,5394937
exon,chrIV,5396712
outron,chrIV,5397799
outron,chrIV,5401055
exon,chrIV,5415829
exon,chrIV,5419237
exon,chrIV,5452407
exon,chrIV,5470001
exon,chrIV,5479586
outron,chrIV,5486264
exon,chrIV,5486681
outron,chrIV,5492764
outron,chrIV,5516760
outron,chrIV,5538032
outron,chrIV,5541049
outron,chrIV,5544390
outron,chrIV,5549079
exon,chrIV,5574026
outron,chrIV,5582085
outron,chrIV,5614862
outron,chrIV,5649346
exon,chrIV,5653335
outron,chrIV,5666793
outron,chrIV,5669579
exon,chrIV,5732584
outron,chrIV,5744310
outron,chrIV,5759281
exon,chrIV,5807038
exon,chrIV,5811904
outron,chrIV,5814154
outron,chrIV,5837437
outron,chrIV,5860712
exon,chrIV,5867284
exon,chrIV,5885594
outron,chrIV,5885710
exon,chrIV,5891553
exon,chrIV,5895480
outron,chrIV,5928160
outron,chrIV,5941257
outron,chrIV,5946695
outron,chrIV,5947876
exon,chrIV,5963149
exon,chrIV,5964454
outron,chrIV,5973652
exon,chrIV,6011770
outron,chrIV,6014426
exon,chrIV,6053672
exon,chrIV,6066052
exon,chrIV,6076189
outron,chrIV,6083948
exon,chrIV,6093615
outron,chrIV,6095297
outron,chrIV,6118076
outron,chrIV,6129594
exon,chrIV,6147213
outron,chrIV,6150364
exon,chrIV,6151834
outron,chrIV,6155470
outron,chrIV,6156944
exon,chrIV,6173047
outron,chrIV,6206357
outron,chrIV,6210713
outron,chrIV,6210792
outron,chrIV,6213697
outron,chrIV,6233107
exon,chrIV,6237639
exon,chrIV,6235812
exon,chrIV,6242828
outron,chrIV,6248605
exon,chrIV,6248722
exon,chrIV,6272702
exon,chrIV,6276063
outron,chrIV,6279505
outron,chrIV,6285301
exon,chrIV,6292592
outron,chrIV,6306353
exon,chrIV,6306752
exon,chrIV,6323776
outron,chrIV,6323916
outron,chrIV,6325870
outron,chrIV,6329518
outron,chrIV,6334134
outron,chrIV,6336010
outron,chrIV,6335188
outron,chrIV,6343229
exon,chrIV,6347666
outron,chrIV,6373544
outron,chrIV,6376676
exon,chrIV,6374520
exon,chrIV,6387407
exon,chrIV,6405048
exon,chrIV,6413547
outron,chrIV,6415395
exon,chrIV,6417900
exon,chrIV,6419336
outron,chrIV,6417365
exon,chrIV,6422303
outron,chrIV,6436200
exon,chrIV,6442294
exon,chrIV,6471326
outron,chrIV,6473915
outron,chrIV,6490767
outron,chrIV,6505119
outron,chrIV,6517583
exon,chrIV,6519952
outron,chrIV,6522498
outron,chrIV,6524440
exon,chrIV,6548836
outron,chrIV,6556026
exon,chrIV,6557207
outron,chrIV,6561857
outron,chrIV,6573255
exon,chrIV,6576955
outron,chrIV,6583035
outron,chrIV,6585494
outron,chrIV,6585662
exon,chrIV,6590187
exon,chrIV,6598989
exon,chrIV,6602273
outron,chrIV,6606805
outron,chrIV,6613438
exon,chrIV,6627925
exon,chrIV,6631729
outron,chrIV,6632072
outron,chrIV,6634682
exon,chrIV,6638205
exon,chrIV,6646344
outron,chrIV,6657726
exon,chrIV,6670856
exon,chrIV,6704836
outron,chrIV,6742488
outron,chrIV,6747779
outron,chrIV,6756712
outron,chrIV,6768822
outron,chrIV,6785261
outron,chrIV,6790502
outron,chrIV,6790702
exon,chrIV,6792957
exon,chrIV,6802269
exon,chrIV,6806743
outron,chrIV,6811822
exon,chrIV,6818118
exon,chrIV,6818687
outron,chrIV,6840428
outron,chrIV,6851889
outron,chrIV,6882344
outron,chrIV,6887803
outron,chrIV,6887964
exon,chrIV,6897538
exon,chrIV,6906609
outron,chrIV,6912564
outron,chrIV,6910314
outron,chrIV,6912708
outron,chrIV,6919471
exon,chrIV,6921680
exon,chrIV,6928452
outron,chrIV,6932962
outron,chrIV,6956875
exon,chrIV,6964917
exon,chrIV,6965453
exon,chrIV,6971343
outron,chrIV,6974582
exon,chrIV,6978996
outron,chrIV,6977351
outron,chrIV,6989104
exon,chrIV,6996797
outron,chrIV,7011940
exon,chrIV,7028002
outron,chrIV,7032705
exon,chrIV,7034399
outron,chrIV,7036916
exon,chrIV,7039564
outron,chrIV,7039687
outron,chrIV,7045577
outron,chrIV,7049909
exon,chrIV,7069942
outron,chrIV,7079050
exon,chrIV,7083575
outron,chrIV,7084848
exon,chrIV,7099442
outron,chrIV,7103406
exon,chrIV,7103512
exon,chrIV,7104966
exon,chrIV,7121409
outron,chrIV,7121793
exon,chrIV,7131912
outron,chrIV,7133249
outron,chrIV,7134662
outron,chrIV,7145000
outron,chrIV,7152605
outron,chrIV,7156787
outron,chrIV,7168139
outron,chrIV,7166789
exon,chrIV,7171320
exon,chrIV,7179223
exon,chrIV,7185888
exon,chrIV,7198354
exon,chrIV,7214994
outron,chrIV,7222389
exon,chrIV,7217729
exon,chrIV,7227461
outron,chrIV,7228671
outron,chrIV,7230330
exon,chrIV,7231224
outron,chrIV,7235705
exon,chrIV,7241339
exon,chrIV,7247346
exon,chrIV,7253521
outron,chrIV,7279707
exon,chrIV,7303028
exon,chrIV,7309893
outron,chrIV,7312962
outron,chrIV,7314580
outron,chrIV,7320018
outron,chrIV,7326916
exon,chrIV,7332785
outron,chrIV,7354282
exon,chrIV,7376559
exon,chrIV,7382299
exon,chrIV,7418232
exon,chrIV,7420189
outron,chrIV,7423488
outron,chrIV,7446016
exon,chrIV,7444402
outron,chrIV,7452878
exon,chrIV,7469797
outron,chrIV,7474115
exon,chrIV,7473501
outron,chrIV,7477328
outron,chrIV,7478279
exon,chrIV,7486232
exon,chrIV,7486503
exon,chrIV,7488008
exon,chrIV,7488201
outron,chrIV,7491031
outron,chrIV,7508221
exon,chrIV,7508362
outron,chrIV,7512967
outron,chrIV,7513081
exon,chrIV,7517289
exon,chrIV,7529323
exon,chrIV,7537318
exon,chrIV,7548416
outron,chrIV,7551678
outron,chrIV,7553523
outron,chrIV,7556406
outron,chrIV,7561894
exon,chrIV,7567608
exon,chrIV,7568887
outron,chrIV,7575428
outron,chrIV,7580253
outron,chrIV,7580510
exon,chrIV,7588908
exon,chrIV,7619581
exon,chrIV,7629024
exon,chrIV,7634546
exon,chrIV,7634541
outron,chrIV,7641909
outron,chrIV,7645034
outron,chrIV,7646280
exon,chrIV,7651277
outron,chrIV,7654495
exon,chrIV,7672897
outron,chrIV,7707534
outron,chrIV,7712399
outron,chrIV,7709953
exon,chrIV,7711128
outron,chrIV,7718951
outron,chrIV,7723621
outron,chrIV,7728570
exon,chrIV,7730639
exon,chrIV,7747998
exon,chrIV,7757377
outron,chrIV,7764431
outron,chrIV,7771074
outron,chrIV,7774348
outron,chrIV,7774463
outron,chrIV,7779359
outron,chrIV,7784031
outron,chrIV,7785800
outron,chrIV,7789973
outron,chrIV,7791335
outron,chrIV,7792345
exon,chrIV,7796322
exon,chrIV,7808219
outron,chrIV,7813166
outron,chrIV,7815932
outron,chrIV,7818108
outron,chrIV,7830911
outron,chrIV,7830499
outron,chrIV,7836139
exon,chrIV,7839034
outron,chrIV,7845875
outron,chrIV,7868657
exon,chrIV,7869801
outron,chrIV,7902195
outron,chrIV,7909691
outron,chrIV,7914500
outron,chrIV,7924345
outron,chrIV,7926585
exon,chrIV,7925969
exon,chrIV,7934079
outron,chrIV,7939955
outron,chrIV,7942129
outron,chrIV,7947253
exon,chrIV,7955883
exon,chrIV,7979830
outron,chrIV,7982277
exon,chrIV,7988328
outron,chrIV,8012915
exon,chrIV,8013884
outron,chrIV,8016233
outron,chrIV,8016902
outron,chrIV,8019888
exon,chrIV,8022924
outron,chrIV,8029457
exon,chrIV,8044873
outron,chrIV,8089171
exon,chrIV,8102497
outron,chrIV,8108139
outron,chrIV,8113266
outron,chrIV,8113374
exon,chrIV,8115368
exon,chrIV,8123683
outron,chrIV,8130553
outron,chrIV,8133651
outron,chrIV,8136217
exon,chrIV,8136315
outron,chrIV,8142930
outron,chrIV,8148335
outron,chrIV,8150745
exon,chrIV,8156894
outron,chrIV,8158395
exon,chrIV,8170320
outron,chrIV,8200546
outron,chrIV,8201592
outron,chrIV,8205386
outron,chrIV,8213660
outron,chrIV,8220614
exon,chrIV,8222193
outron,chrIV,8225560
outron,chrIV,8238085
exon,chrIV,8241523
exon,chrIV,8261126
exon,chrIV,8269111
outron,chrIV,8289694
outron,chrIV,8288253
outron,chrIV,8291322
outron,chrIV,8294265
outron,chrIV,8297438
outron,chrIV,8302767
outron,chrIV,8325700
exon,chrIV,8333589
exon,chrIV,8332663
exon,chrIV,8334001
exon,chrIV,8334256
exon,chrIV,8334843
exon,chrIV,8344167
exon,chrIV,8348355
exon,chrIV,8352145
exon,chrIV,8359057
exon,chrIV,8360135
outron,chrIV,8360234
outron,chrIV,8363039
outron,chrIV,8366187
outron,chrIV,8369431
outron,chrIV,8377996
outron,chrIV,8379442
outron,chrIV,8379555
outron,chrIV,8382794
exon,chrIV,8388511
exon,chrIV,8394197
outron,chrIV,8399172
exon,chrIV,8408605
exon,chrIV,8421004
exon,chrIV,8428720
exon,chrIV,8426765
outron,chrIV,8432837
outron,chrIV,8433036
outron,chrIV,8444455
outron,chrIV,8451984
outron,chrIV,8456642
exon,chrIV,8462673
outron,chrIV,8476949
outron,chrIV,8498948
exon,chrIV,8501586
exon,chrIV,8511276
outron,chrIV,8513318
outron,chrIV,8519870
outron,chrIV,8540465
outron,chrIV,8558597
outron,chrIV,8585870
exon,chrIV,8597596
outron,chrIV,8612411
exon,chrIV,8614979
exon,chrIV,8618243
outron,chrIV,8618832
outron,chrIV,8639363
outron,chrIV,8643723
exon,chrIV,8650926
outron,chrIV,8653681
exon,chrIV,8653121
outron,chrIV,8666044
outron,chrIV,8681662
outron,chrIV,8686694
outron,chrIV,8688152
outron,chrIV,8722102
outron,chrIV,8725625
outron,chrIV,8737592
outron,chrIV,8739458
outron,chrIV,8740068
outron,chrIV,8741770
outron,chrIV,8744055
outron,chrIV,8744178
outron,chrIV,8755224
outron,chrIV,8762720
outron,chrIV,8762753
outron,chrIV,8771792
outron,chrIV,8778573
outron,chrIV,8782257
outron,chrIV,8786755
exon,chrIV,8791309
outron,chrIV,8793360
exon,chrIV,8798919
outron,chrIV,8806182
exon,chrIV,8818696
outron,chrIV,8819660
exon,chrIV,8821243
exon,chrIV,8826728
exon,chrIV,8824694
outron,chrIV,8826837
outron,chrIV,8830704
exon,chrIV,8829835
outron,chrIV,8840232
exon,chrIV,8844878
exon,chrIV,8847236
outron,chrIV,8856551
outron,chrIV,8866166
outron,chrIV,8869766
exon,chrIV,8873402
exon,chrIV,8882504
outron,chrIV,8890687
outron,chrIV,8892723
outron,chrIV,8893993
outron,chrIV,8901077
outron,chrIV,8906471
exon,chrIV,8916092
outron,chrIV,8926073
outron,chrIV,8926241
outron,chrIV,8930408
outron,chrIV,8932274
exon,chrIV,8965198
outron,chrIV,8973648
exon,chrIV,8971880
exon,chrIV,8979788
outron,chrIV,8984380
outron,chrIV,8986907
exon,chrIV,8993089
exon,chrIV,9002733
outron,chrIV,9007104
outron,chrIV,9008129
outron,chrIV,9014445
outron,chrIV,9021404
exon,chrIV,9026405
outron,chrIV,9032589
outron,chrIV,9038297
exon,chrIV,9045282
outron,chrIV,9069622
outron,chrIV,9074457
exon,chrIV,9078577
outron,chrIV,9079542
exon,chrIV,9087434
outron,chrIV,9094504
outron,chrIV,9095872
outron,chrIV,9096269
exon,chrIV,9099105
outron,chrIV,9107681
outron,chrIV,9116619
outron,chrIV,9136935
exon,chrIV,9143042
exon,chrIV,9146216
outron,chrIV,9147076
outron,chrIV,9147190
exon,chrIV,9148578
exon,chrIV,9154951
outron,chrIV,9165757
exon,chrIV,9195151
exon,chrIV,9211816
exon,chrIV,9232790
exon,chrIV,9232998
outron,chrIV,9244265
exon,chrIV,9245457
outron,chrIV,9246856
outron,chrIV,9259036
outron,chrIV,9260462
outron,chrIV,9269168
outron,chrIV,9271619
exon,chrIV,9314468
exon,chrIV,9316161
outron,chrIV,9316275
exon,chrIV,9320362
outron,chrIV,9318185
outron,chrIV,9321198
outron,chrIV,9321468
exon,chrIV,9324089
exon,chrIV,9322225
outron,chrIV,9333296
exon,chrIV,9334694
outron,chrIV,9339677
outron,chrIV,9341872
outron,chrIV,9343695
exon,chrIV,9357486
outron,chrIV,9370450
exon,chrIV,9374792
exon,chrIV,9378580
exon,chrIV,9381400
outron,chrIV,9386259
outron,chrIV,9396379
exon,chrIV,9401989
outron,chrIV,9408316
outron,chrIV,9444388
exon,chrIV,9445301
outron,chrIV,9449419
exon,chrIV,9452482
outron,chrIV,9450699
outron,chrIV,9459481
outron,chrIV,9469477
exon,chrIV,9485117
exon,chrIV,9485982
exon,chrIV,9500288
exon,chrIV,9506596
exon,chrIV,9508740
outron,chrIV,9513335
outron,chrIV,9525064
outron,chrIV,9525123
exon,chrIV,9528154
outron,chrIV,9535249
outron,chrIV,9540577
outron,chrIV,9567695
exon,chrIV,9593653
exon,chrIV,9596419
exon,chrIV,9594880
outron,chrIV,9602500
exon,chrIV,9612518
outron,chrIV,9642018
exon,chrIV,9642404
outron,chrIV,9647912
outron,chrIV,9651403
outron,chrIV,9653400
outron,chrIV,9654186
exon,chrIV,9660225
outron,chrIV,9677703
exon,chrIV,9683198
outron,chrIV,9690684
outron,chrIV,9691385
outron,chrIV,9706833
exon,chrIV,9706926
outron,chrIV,9728542
exon,chrIV,9739525
exon,chrIV,9738351
outron,chrIV,9772337
outron,chrIV,9777656
outron,chrIV,9796816
outron,chrIV,9797493
outron,chrIV,9797582
exon,chrIV,9803011
outron,chrIV,9812713
outron,chrIV,9817626
exon,chrIV,9818881
outron,chrIV,9825498
outron,chrIV,9825574
exon,chrIV,9832852
outron,chrIV,9858378
outron,chrIV,9861812
outron,chrIV,9864056
outron,chrIV,9876590
outron,chrIV,9884355
outron,chrIV,9884447
exon,chrIV,9892130
outron,chrIV,9902199
outron,chrIV,9916026
outron,chrIV,9930011
outron,chrIV,9932154
outron,chrIV,9932256
exon,chrIV,9933767
exon,chrIV,9948612
exon,chrIV,9964205
exon,chrIV,9969183
exon,chrIV,9976384
outron,chrIV,9977833
outron,chrIV,9982506
outron,chrIV,9983225
outron,chrIV,9998956
outron,chrIV,10002053
outron,chrIV,10003489
outron,chrIV,10003560
exon,chrIV,10006878
exon,chrIV,10016377
outron,chrIV,10017341
exon,chrIV,10025042
exon,chrIV,10040850
outron,chrIV,10056968
outron,chrIV,10059263
exon,chrIV,10072893
exon,chrIV,10076733
exon,chrIV,10073170
exon,chrIV,10085457
outron,chrIV,10086018
exon,chrIV,10089844
exon,chrIV,10088864
exon,chrIV,10097031
outron,chrIV,10097107
exon,chrIV,10110500
exon,chrIV,10115231
exon,chrIV,10122650
outron,chrIV,10127037
outron,chrIV,10129116
outron,chrIV,10129256
exon,chrIV,10130358
exon,chrIV,10140196
exon,chrIV,10141561
exon,chrIV,10141963
outron,chrIV,10145101
exon,chrIV,10146969
outron,chrIV,10156094
outron,chrIV,10157409
outron,chrIV,10160888
outron,chrIV,10176345
outron,chrIV,10177876
outron,chrIV,10180329
outron,chrIV,10194866
outron,chrIV,10195077
exon,chrIV,10216422
outron,chrIV,10219596
outron,chrIV,10222054
exon,chrIV,10222469
exon,chrIV,10227606
outron,chrIV,10239161
exon,chrIV,10241807
outron,chrIV,10243503
outron,chrIV,10245895
outron,chrIV,10252573
outron,chrIV,10260418
outron,chrIV,10267268
outron,chrIV,10281916
exon,chrIV,10284587
outron,chrIV,10284812
exon,chrIV,10295652
exon,chrIV,10303417
outron,chrIV,10323895
outron,chrIV,10357937
outron,chrIV,10358018
exon,chrIV,10360737
outron,chrIV,10367969
outron,chrIV,10366324
exon,chrIV,10376697
outron,chrIV,10386918
exon,chrIV,10388477
exon,chrIV,10392672
outron,chrIV,10403559
outron,chrIV,10409918
outron,chrIV,10414513
outron,chrIV,10419454
outron,chrIV,10425218
exon,chrIV,10429075
outron,chrIV,10434517
exon,chrIV,10439126
outron,chrIV,10449492
exon,chrIV,10464483
outron,chrIV,10483689
outron,chrIV,10482080
exon,chrIV,10515093
exon,chrIV,10530305
exon,chrIV,10533101
outron,chrIV,10545108
outron,chrIV,10558602
outron,chrIV,10561807
outron,chrIV,10575458
exon,chrIV,10578006
outron,chrIV,10581790
outron,chrIV,10593680
outron,chrIV,10602412
exon,chrIV,10608460
exon,chrIV,10621086
exon,chrIV,10628813
exon,chrIV,10637008
exon,chrIV,10639206
outron,chrIV,10646938
outron,chrIV,10656832
outron,chrIV,10661922
exon,chrIV,10664384
outron,chrIV,10666651
outron,chrIV,10682287
exon,chrIV,10682496
exon,chrIV,10685860
exon,chrIV,10687549
outron,chrIV,10694396
outron,chrIV,10697175
outron,chrIV,10702074
exon,chrIV,10705445
outron,chrIV,10714616
outron,chrIV,10714818
outron,chrIV,10728464
outron,chrIV,10734615
outron,chrIV,10734750
exon,chrIV,10736820
outron,chrIV,10741948
exon,chrIV,10754743
exon,chrIV,10765281
exon,chrIV,10768355
outron,chrIV,10766789
exon,chrIV,10772597
exon,chrIV,10780655
outron,chrIV,10787662
outron,chrIV,10798839
outron,chrIV,10811636
outron,chrIV,10832457
outron,chrIV,10843112
outron,chrIV,10852521
exon,chrIV,10855228
outron,chrIV,10860628
outron,chrIV,10858850
outron,chrIV,10861050
outron,chrIV,10864042
exon,chrIV,10869066
exon,chrIV,10878877
exon,chrIV,10879018
outron,chrIV,10881507
outron,chrIV,10904831
exon,chrIV,10909764
outron,chrIV,10907836
outron,chrIV,10916439
outron,chrIV,10919453
outron,chrIV,10934695
outron,chrIV,10936995
outron,chrIV,10935600
outron,chrIV,10958235
outron,chrIV,10981660
exon,chrIV,10984589
outron,chrIV,10987174
outron,chrIV,11003919
outron,chrIV,11007980
outron,chrIV,11012466
outron,chrIV,11016040
outron,chrIV,11019558
outron,chrIV,11021047
exon,chrIV,11032590
outron,chrIV,11032610
outron,chrIV,11036431
outron,chrIV,11047010
outron,chrIV,11057051
outron,chrIV,11067210
outron,chrIV,11078575
outron,chrIV,11081445
outron,chrIV,11082848
outron,chrIV,11083172
outron,chrIV,11095129
outron,chrIV,11097924
outron,chrIV,11106273
outron,chrIV,11110011
outron,chrIV,11111316
exon,chrIV,11113736
exon,chrIV,11119387
exon,chrIV,11124804
outron,chrIV,11130838
outron,chrIV,11142663
outron,chrIV,11147505
exon,chrIV,11148272
outron,chrIV,11149690
outron,chrIV,11155006
exon,chrIV,11159636
exon,chrIV,11162523
exon,chrIV,11166264
exon,chrIV,11169714
outron,chrIV,11177164
outron,chrIV,11179339
outron,chrIV,11179430
outron,chrIV,11182839
exon,chrIV,11184187
exon,chrIV,11186984
outron,chrIV,11192145
outron,chrIV,11202545
exon,chrIV,11206511
outron,chrIV,11211620
exon,chrIV,11217019
exon,chrIV,11225477
outron,chrIV,11248411
outron,chrIV,11287034
outron,chrIV,11296914
outron,chrIV,11298427
outron,chrIV,11298782
exon,chrIV,11306691
outron,chrIV,11310840
outron,chrIV,11314995
outron,chrIV,11315113
outron,chrIV,11315794
outron,chrIV,11320130
exon,chrIV,11324964
exon,chrIV,11323399
exon,chrIV,11327735
outron,chrIV,11329674
outron,chrIV,11332924
outron,chrIV,11337173
exon,chrIV,11339648
exon,chrIV,11341192
outron,chrIV,11359998
outron,chrIV,11364156
outron,chrIV,11370033
exon,chrIV,11379341
outron,chrIV,11393410
exon,chrIV,11398297
exon,chrIV,11402124
exon,chrIV,11398413
outron,chrIV,11406281
outron,chrIV,11401638
exon,chrIV,11406864
exon,chrIV,11407055
exon,chrIV,11425543
outron,chrIV,11433966
outron,chrIV,11469992
outron,chrIV,11470395
outron,chrIV,11479440
outron,chrIV,11480535
outron,chrIV,11479475
outron,chrIV,11499100
outron,chrIV,11510797
outron,chrIV,11521059
outron,chrIV,11521171
outron,chrIV,11524511
outron,chrIV,11527588
outron,chrIV,11549905
exon,chrIV,11551925
exon,chrIV,11558295
outron,chrIV,11561824
outron,chrIV,11566263
outron,chrIV,11569459
outron,chrIV,11578353
exon,chrIV,11584243
outron,chrIV,11583701
outron,chrIV,11594627
outron,chrIV,11601079
outron,chrIV,11605022
outron,chrIV,11605096
exon,chrIV,11607317
exon,chrIV,11623084
exon,chrIV,11626130
outron,chrIV,11632091
outron,chrIV,11635665
outron,chrIV,11635997
outron,chrIV,11637986
exon,chrIV,11640985
exon,chrIV,11641273
exon,chrIV,11644150
outron,chrIV,11649028
outron,chrIV,11653622
outron,chrIV,11652179
outron,chrIV,11656257
outron,chrIV,11659427
outron,chrIV,11667946
outron,chrIV,11684959
outron,chrIV,11688914
outron,chrIV,11692408
outron,chrIV,11694425
exon,chrIV,11713455
outron,chrIV,11744038
outron,chrIV,11749126
outron,chrIV,11761217
exon,chrIV,11779190
outron,chrIV,11792826
exon,chrIV,11801120
exon,chrIV,11802351
outron,chrIV,11805111
outron,chrIV,11812051
outron,chrIV,11822573
exon,chrIV,11821418
exon,chrIV,11828668
exon,chrIV,11835824
exon,chrIV,11835777
outron,chrIV,11838850
exon,chrIV,11841744
exon,chrIV,11850966
exon,chrIV,11851832
exon,chrIV,11854913
outron,chrIV,11857226
outron,chrIV,11857311
outron,chrIV,11859711
outron,chrIV,11863654
exon,chrIV,11880632
exon,chrIV,11878497
outron,chrIV,11883672
outron,chrIV,11911957
outron,chrIV,11918078
exon,chrIV,11922108
outron,chrIV,11924162
exon,chrIV,11926019
outron,chrIV,11928975
outron,chrIV,11935809
exon,chrIV,11942674
exon,chrIV,11945691
outron,chrIV,11950555
outron,chrIV,11952808
outron,chrIV,11961769
exon,chrIV,11970773
exon,chrIV,12029916
outron,chrIV,12032521
outron,chrIV,12030006
outron,chrIV,12032714
outron,chrIV,12048187
exon,chrIV,12051176
outron,chrIV,12051301
outron,chrIV,12056646
exon,chrIV,12055540
outron,chrIV,12078382
outron,chrIV,12079133
outron,chrIV,12084062
outron,chrIV,12089018
outron,chrIV,12093991
outron,chrIV,12094081
outron,chrIV,12096405
outron,chrIV,12105427
outron,chrIV,12114468
exon,chrIV,12121283
outron,chrIV,12123119
outron,chrIV,12124586
outron,chrIV,12128071
outron,chrIV,12137580
outron,chrIV,12141078
outron,chrIV,12146364
outron,chrIV,12151319
outron,chrIV,12157056
outron,chrIV,12158069
outron,chrIV,12167083
outron,chrIV,12200286
outron,chrIV,12209107
outron,chrIV,12207276
outron,chrIV,12216038
exon,chrIV,12219599
exon,chrIV,12244879
outron,chrIV,12259602
outron,chrIV,12268408
outron,chrIV,12268609
exon,chrIV,12270558
outron,chrIV,12276016
outron,chrIV,12278640
exon,chrIV,12278720
outron,chrIV,12279516
outron,chrIV,12282401
outron,chrIV,12282518
outron,chrIV,12287859
exon,chrIV,12289382
outron,chrIV,12313004
outron,chrIV,12331300
outron,chrIV,12334823
outron,chrIV,12361826
exon,chrIV,12370661
outron,chrIV,12371509
exon,chrIV,12376086
outron,chrIV,12377339
exon,chrIV,12390008
outron,chrIV,12391210
outron,chrIV,12391365
outron,chrIV,12404355
outron,chrIV,12408494
outron,chrIV,12424047
outron,chrIV,12444467
outron,chrIV,12446130
outron,chrIV,12451316
exon,chrIV,12466229
outron,chrIV,12468029
exon,chrIV,12470741
outron,chrIV,12486682
outron,chrIV,12490345
exon,chrIV,12495456
exon,chrIV,12498098
exon,chrIV,12531557
outron,chrIV,12545305
exon,chrIV,12559778
outron,chrIV,12559237
outron,chrIV,12566350
outron,chrIV,12567331
outron,chrIV,12567694
exon,chrIV,12573878
outron,chrIV,12570544
outron,chrIV,12582122
exon,chrIV,12586098
outron,chrIV,12591114
outron,chrIV,12617317
exon,chrIV,12641393
outron,chrIV,12653304
exon,chrIV,12662483
exon,chrIV,12668020
outron,chrIV,12674407
outron,chrIV,12684452
outron,chrIV,12691234
outron,chrIV,12704015
exon,chrIV,12713873
exon,chrIV,12711176
exon,chrIV,12716272
exon,chrIV,12719934
exon,chrIV,12724711
outron,chrIV,12724889
exon,chrIV,12740375
outron,chrIV,12757561
exon,chrIV,12771690
exon,chrIV,12786863
outron,chrIV,12790534
exon,chrIV,12793838
outron,chrIV,12805290
exon,chrIV,12817027
exon,chrIV,12825656
outron,chrIV,12845842
outron,chrIV,12854586
exon,chrIV,12859700
exon,chrIV,12871480
outron,chrIV,12879633
outron,chrIV,12890534
exon,chrIV,12906592
exon,chrIV,12926970
exon,chrIV,12928182
exon,chrIV,12936710
outron,chrIV,12962804
exon,chrIV,12986063
exon,chrIV,12998088
exon,chrIV,13057663
exon,chrIV,13067265
exon,chrIV,13079454
outron,chrIV,13086206
exon,chrIV,13091235
exon,chrIV,13093782
outron,chrIV,13093899
outron,chrIV,13095543
outron,chrIV,13098734
outron,chrIV,13098935
outron,chrIV,13100611
outron,chrIV,13104626
outron,chrIV,13106588
outron,chrIV,13109785
outron,chrIV,13115114
exon,chrIV,13119104
exon,chrIV,13127614
outron,chrIV,13154385
outron,chrIV,13154635
outron,chrIV,13168152
outron,chrIV,13182041
exon,chrIV,13182962
exon,chrIV,13187797
outron,chrIV,13197404
exon,chrIV,13206016
exon,chrIV,13221885
exon,chrIV,13228324
outron,chrIV,13239409
outron,chrIV,13240569
outron,chrIV,13240178
outron,chrIV,13243295
outron,chrIV,13244235
outron,chrIV,13247158
outron,chrIV,13252537
outron,chrIV,13254124
outron,chrIV,13256064
outron,chrIV,13272593
outron,chrIV,13283219
outron,chrIV,13289484
outron,chrIV,13297822
outron,chrIV,13300717
outron,chrIV,13303520
outron,chrIV,13314379
outron,chrIV,13327100
exon,chrIV,13331372
outron,chrIV,13347558
outron,chrIV,13369461
outron,chrIV,13370457
outron,chrIV,13371522
outron,chrIV,13377361
outron,chrIV,13381977
outron,chrIV,13386168
outron,chrIV,13387364
exon,chrIV,13398786
exon,chrIV,13400801
exon,chrIV,13404873
outron,chrIV,13408526
